Date,BIL,SHY,IEI,IEF,TLH,TLT,TIP
2011-08-02,91.72,84.5,119.81,99.69,120.84,101.54,114.65
2011-08-03,91.72,84.49,119.74,99.77,121.01,101.74,113.94
2011-08-04,91.72,84.57,120.48,101.09,123.38,105.36,114.94
2011-08-05,91.72,84.55,119.76,99.92,121.56,102.32,113.63
2011-08-08,91.72,84.58,120.47,101.51,124.39,105.55,115.0
2011-08-09,91.72,84.67,120.98,102.1,125.3,105.87,115.96
2011-08-10,91.72,84.73,121.56,103.45,127.64,109.02,118.1
2011-08-11,91.72,84.71,120.91,101.93,124.45,103.52,115.64
2011-08-12,91.72,84.72,121.23,102.64,125.87,105.57,116.3
2011-08-15,91.72,84.69,121.02,102.26,125.02,104.5,115.71
2011-08-16,91.72,84.69,121.3,102.73,125.9,106.23,115.97
2011-08-17,91.72,84.71,121.52,103.45,126.99,108.09,116.57
2011-08-18,91.68,84.7,121.62,103.99,128.29,110.31,115.68
2011-08-19,91.72,84.7,121.53,104.1,128.79,111.2,116.07
2011-08-22,91.68,84.69,121.5,103.91,128.58,110.92,116.04
2011-08-23,91.72,84.65,121.31,103.49,127.76,109.39,115.32
2011-08-24,91.72,84.65,120.8,102.38,125.59,106.28,113.62
2011-08-25,91.68,84.7,121.19,103.01,126.45,107.43,114.51
2011-08-26,91.72,84.71,121.44,103.34,127.04,108.49,114.85
2011-08-29,91.72,84.69,121.18,102.66,125.93,106.99,114.17
2011-08-30,91.72,84.71,121.4,103.37,127.13,108.71,114.84
2011-08-31,91.72,84.71,121.28,103.0,126.15,107.03,114.32
2011-09-01,91.72,84.68,121.53,103.59,127.3,108.97,115.35
2011-09-02,91.72,84.64,121.7,104.54,129.51,112.51,116.61
2011-09-06,91.7,84.65,121.61,104.68,130.24,113.68,115.92
2011-09-07,91.68,84.63,121.54,104.12,129.02,111.51,115.61
2011-09-08,91.68,84.66,121.74,104.63,129.7,112.51,116.3
2011-09-09,91.7,84.69,122.05,105.14,130.62,113.71,116.44
2011-09-12,91.7,84.63,121.73,104.82,130.52,113.83,116.04
2011-09-13,91.68,84.64,121.66,104.51,129.77,112.21,115.54
2011-09-14,91.68,84.64,121.6,104.57,130.07,113.16,115.4
2011-09-15,91.68,84.65,121.37,103.79,128.79,111.43,115.17
2011-09-16,91.68,84.67,121.4,103.99,129.19,112.24,115.21
2011-09-19,91.7,84.71,121.87,104.84,130.71,114.38,115.5
2011-09-20,91.7,84.67,121.89,104.98,130.94,114.86,116.0
2011-09-21,91.7,84.58,121.87,105.43,132.34,118.66,116.2
2011-09-22,91.68,84.59,122.22,106.41,134.59,123.12,115.93
2011-09-23,91.7,84.6,121.84,105.53,133.24,120.83,115.26
2011-09-26,91.7,84.57,121.62,105.09,132.11,118.89,114.71
2011-09-27,91.68,84.54,121.37,104.39,130.76,117.07,114.92
2011-09-28,91.7,84.51,121.34,104.41,130.52,117.03,114.87
2011-09-29,91.7,84.53,121.25,104.41,130.86,117.84,114.51
2011-09-30,91.7,84.57,121.48,105.07,132.19,120.8,114.3
2011-10-03,91.7,84.54,121.79,105.83,133.87,123.81,115.25
2011-10-04,91.7,84.49,121.57,105.29,133.08,122.24,115.33
2011-10-05,91.7,84.49,121.32,104.85,132.46,121.36,115.25
2011-10-06,91.68,84.47,121.02,104.12,131.06,119.12,115.24
2011-10-07,91.7,84.44,120.68,103.58,130.36,118.24,114.85
2011-10-10,91.68,84.37,120.34,102.49,128.26,116.57,114.06
2011-10-11,91.7,84.41,120.35,102.83,128.97,116.18,114.33
2011-10-12,91.68,84.41,120.27,102.48,128.17,114.49,113.85
2011-10-13,91.7,84.43,120.51,102.89,128.71,115.63,113.92
2011-10-14,91.68,84.47,120.42,102.38,127.65,113.95,113.75
2011-10-17,91.68,84.48,120.65,103.05,128.89,115.92,114.18
2011-10-18,91.7,84.48,120.78,102.94,128.68,115.2,114.73
2011-10-19,91.7,84.51,120.83,103.1,128.65,115.16,114.55
2011-10-20,91.7,84.52,120.74,102.89,128.33,114.34,114.57
2011-10-21,91.68,84.49,120.68,102.7,127.85,113.13,114.45
2011-10-24,91.68,84.49,120.6,102.65,127.7,113.32,114.79
2011-10-25,91.7,84.54,121.12,103.53,129.49,116.2,115.82
2011-10-26,91.7,84.49,120.7,102.77,128.26,114.17,115.72
2011-10-27,91.68,84.43,120.14,101.53,125.75,110.3,115.06
2011-10-28,91.68,84.47,120.52,102.14,126.37,111.46,115.46
2011-10-31,91.66,84.55,121.31,103.51,129.21,115.88,116.49
2011-11-01,91.7,84.51,121.61,104.54,131.45,119.45,117.55
2011-11-02,91.68,84.53,121.63,104.29,130.76,117.96,117.59
2011-11-03,91.66,84.54,121.47,103.8,129.67,116.34,116.77
2011-11-04,91.68,84.54,121.56,104.11,129.87,116.48,117.4
2011-11-07,91.7,84.52,121.55,104.23,130.38,117.22,117.99
2011-11-08,91.7,84.51,121.41,103.76,129.47,115.72,117.21
2011-11-09,91.68,84.53,121.68,104.68,131.26,118.12,117.19
2011-11-10,91.7,84.54,121.56,104.17,130.34,116.36,117.42
2011-11-11,91.68,84.5,121.34,103.69,129.49,115.65,117.06
2011-11-14,91.7,84.54,121.64,104.34,130.57,117.51,117.22
2011-11-15,91.68,84.53,121.55,104.2,130.4,117.35,116.77
2011-11-16,91.7,84.51,121.67,104.58,131.13,118.42,116.44
2011-11-17,91.7,84.52,121.78,104.79,131.9,119.37,116.43
2011-11-18,91.7,84.49,121.5,104.4,131.39,119.34,116.46
2011-11-21,91.7,84.5,121.58,104.69,132.07,120.05,116.25
2011-11-22,91.68,84.51,121.75,105.01,132.76,121.39,116.61
2011-11-23,91.7,84.52,121.88,105.37,133.58,122.58,117.1
2011-11-25,91.7,84.52,121.66,104.7,132.46,120.8,116.73
2011-11-28,91.7,84.53,121.68,104.71,132.41,120.74,117.11
2011-11-29,91.66,84.54,121.61,104.51,131.87,119.75,117.08
2011-11-30,91.68,84.54,121.43,103.9,130.38,117.88,116.74
2011-12-01,91.66,84.5,121.31,103.67,129.84,117.0,116.46
2011-12-02,91.68,84.48,121.55,104.13,130.75,118.64,116.99
2011-12-05,91.68,84.49,121.47,104.07,130.76,118.4,116.97
2011-12-06,91.7,84.49,121.45,103.8,130.16,117.27,116.68
2011-12-07,91.68,84.52,121.67,104.27,130.56,117.69,116.48
2011-12-08,91.68,84.53,121.91,104.8,131.53,119.16,116.53
2011-12-09,91.66,84.53,121.71,104.08,130.12,116.71,115.91
2011-12-12,91.66,84.53,121.82,104.44,130.71,118.01,116.45
2011-12-13,91.66,84.53,121.93,104.92,131.75,119.11,116.77
2011-12-14,91.68,84.51,122.0,105.36,132.99,121.36,117.0
2011-12-15,91.66,84.5,121.91,105.27,132.93,120.91,116.71
2011-12-16,91.68,84.54,122.23,105.78,133.71,122.32,116.97
2011-12-19,91.68,84.53,122.22,106.14,134.46,123.87,117.44
2011-12-20,91.68,84.51,121.93,105.18,132.61,120.78,117.51
2011-12-21,91.68,84.48,121.69,104.84,131.78,119.1,117.05
2011-12-22,91.68,84.47,121.74,104.97,132.12,119.6,116.99
2011-12-23,91.68,84.49,121.45,104.54,131.18,118.27,116.85
2011-12-27,91.66,84.42,121.34,104.41,131.15,118.45,116.53
2011-12-28,91.66,84.44,121.66,105.07,132.44,120.64,116.83
2011-12-29,91.66,84.45,121.76,105.2,132.92,120.86,116.73
2011-12-30,91.66,84.5,122.04,105.57,132.93,121.25,116.69
2012-01-03,91.64,84.45,121.68,104.9,131.85,119.43,116.65
2012-01-04,91.64,84.46,121.64,104.57,131.09,118.01,116.76
2012-01-05,91.64,84.47,121.67,104.59,130.97,117.8,116.98
2012-01-06,91.64,84.46,121.9,105.0,131.63,118.73,117.37
2012-01-09,91.66,84.48,121.89,105.02,131.51,118.52,117.49
2012-01-10,91.66,84.49,121.84,104.81,131.38,118.32,117.13
2012-01-11,91.64,84.52,122.09,105.42,132.34,119.86,117.43
2012-01-12,91.64,84.51,122.03,105.2,132.15,119.69,117.25
2012-01-13,91.64,84.53,122.28,105.67,133.01,120.88,117.58
2012-01-17,91.64,84.54,122.3,105.77,133.27,121.44,117.7
2012-01-18,91.64,84.53,122.22,105.44,132.51,119.97,117.61
2012-01-19,91.64,84.53,121.86,104.81,131.3,118.32,117.18
2012-01-20,91.64,84.51,121.76,104.45,130.53,116.98,116.94
2012-01-23,91.64,84.52,121.64,104.22,129.98,116.24,116.7
2012-01-24,91.64,84.52,121.73,104.34,130.1,116.45,116.71
2012-01-25,91.64,84.57,122.2,104.84,130.67,116.17,117.61
2012-01-26,91.64,84.58,122.47,105.4,131.63,117.71,118.15
2012-01-27,91.64,84.6,122.55,105.72,132.0,118.08,118.4
2012-01-30,91.66,84.57,122.67,106.08,132.84,119.47,118.79
2012-01-31,91.64,84.57,122.81,106.48,133.69,120.85,119.36
2012-02-01,91.64,84.51,122.57,105.92,132.79,119.18,119.29
2012-02-02,91.64,84.52,122.62,106.07,132.88,119.13,119.29
2012-02-03,91.64,84.52,122.27,105.23,131.22,116.57,118.29
2012-02-06,91.66,84.5,122.41,105.52,131.8,117.73,118.82
2012-02-07,91.64,84.48,122.11,104.84,130.83,116.27,118.38
2012-02-08,91.66,84.48,122.09,104.89,130.81,116.36,118.35
2012-02-09,91.64,84.44,121.91,104.65,130.39,115.49,117.9
2012-02-10,91.66,84.46,122.19,105.24,131.27,116.99,118.45
2012-02-13,91.64,84.41,122.07,105.17,131.34,117.14,118.69
2012-02-14,91.66,84.43,122.12,105.39,131.72,117.76,118.69
2012-02-15,91.64,84.44,122.23,105.47,131.78,117.55,118.91
2012-02-16,91.66,84.41,121.87,104.99,131.06,116.61,118.61
2012-02-17,91.64,84.39,121.86,104.88,130.84,116.58,118.33
2012-02-21,91.64,84.37,121.64,104.5,130.08,115.29,118.26
2012-02-22,91.64,84.41,121.92,104.91,130.99,116.74,118.93
2012-02-23,91.64,84.4,121.93,105.06,131.18,116.74,118.97
2012-02-24,91.66,84.38,121.83,105.14,131.44,117.5,119.0
2012-02-27,91.64,84.4,122.08,105.49,132.19,118.54,119.19
2012-02-28,91.64,84.42,122.11,105.54,132.11,118.15,119.21
2012-02-29,91.66,84.42,121.92,105.12,131.45,117.43,118.67
2012-03-01,91.64,84.37,121.69,104.61,130.35,116.06,118.38
2012-03-02,91.64,84.39,122.04,105.03,131.09,117.15,118.39
2012-03-05,91.64,84.39,121.88,104.82,130.68,116.22,117.85
2012-03-06,91.64,84.39,122.11,105.26,131.5,117.63,118.19
2012-03-07,91.64,84.37,122.0,105.06,131.15,116.91,118.45
2012-03-08,91.66,84.34,121.82,104.75,130.5,115.74,118.4
2012-03-09,91.66,84.34,121.81,104.67,130.31,115.97,118.61
2012-03-12,91.66,84.35,121.71,104.64,130.36,115.95,118.76
2012-03-13,91.66,84.3,121.24,103.89,128.98,113.91,118.47
2012-03-14,91.64,84.18,120.56,102.7,126.91,111.04,117.37
2012-03-15,91.64,84.23,120.68,102.67,126.8,111.21,117.53
2012-03-16,91.64,84.28,120.57,102.64,126.88,111.43,117.6
2012-03-19,91.66,84.22,120.21,102.01,126.1,110.1,117.29
2012-03-20,91.66,84.2,120.12,102.06,126.15,110.54,117.18
2012-03-21,91.66,84.25,120.47,102.58,127.02,111.79,117.4
2012-03-22,91.66,84.26,120.59,102.71,127.38,112.15,117.53
2012-03-23,91.66,84.27,120.78,103.09,127.97,113.21,117.91
2012-03-26,91.66,84.29,120.85,102.97,127.75,112.63,117.57
2012-03-27,91.64,84.32,121.17,103.54,128.34,113.44,117.99
2012-03-28,91.66,84.3,121.08,103.36,128.33,113.28,117.84
2012-03-29,91.64,84.33,121.3,103.79,128.92,114.13,118.04
2012-03-30,91.64,84.32,121.1,103.28,127.76,112.2,117.65
2012-04-02,91.62,84.31,121.12,103.35,127.92,112.53,117.92
2012-04-03,91.64,84.25,120.66,102.59,126.75,110.58,117.05
2012-04-04,91.62,84.27,120.96,103.11,127.47,112.1,117.07
2012-04-05,91.64,84.3,121.24,103.57,128.25,112.91,117.38
2012-04-09,91.66,84.36,121.8,104.63,130.08,115.55,117.92
2012-04-10,91.66,84.4,122.03,105.12,131.0,116.86,118.6
2012-04-11,91.66,84.39,121.91,104.71,130.35,115.46,118.79
2012-04-12,91.64,84.4,121.8,104.5,130.0,114.98,118.57
2012-04-13,91.62,84.41,122.04,105.13,131.15,116.84,119.07
2012-04-16,91.64,84.41,122.12,105.1,131.09,116.67,119.0
2012-04-17,91.64,84.41,122.02,104.99,130.93,116.6,119.26
2012-04-18,91.64,84.43,122.08,105.2,131.18,116.94,119.12
2012-04-19,91.66,84.44,122.15,105.32,131.48,117.05,118.81
2012-04-20,91.64,84.44,122.11,105.33,131.44,117.07,119.11
2012-04-23,91.66,84.46,122.3,105.54,131.98,117.92,119.24
2012-04-24,91.66,84.43,122.16,105.27,131.55,117.09,119.27
2012-04-25,91.64,84.45,122.15,105.14,131.16,116.49,119.22
2012-04-26,91.66,84.46,122.32,105.49,131.75,117.19,119.67
2012-04-27,91.64,84.44,122.35,105.6,131.96,117.29,119.55
2012-04-30,91.66,84.46,122.43,105.69,132.03,117.32,119.42
2012-05-01,91.66,84.43,122.26,105.33,131.42,116.43,119.04
2012-05-02,91.66,84.44,122.3,105.53,131.89,117.25,119.17
2012-05-03,91.64,84.43,122.31,105.52,131.89,117.22,119.02
2012-05-04,91.64,84.46,122.48,105.94,132.58,118.14,119.27
2012-05-07,91.66,84.46,122.51,105.91,132.6,118.16,119.26
2012-05-08,91.66,84.47,122.59,106.15,133.05,118.79,119.48
2012-05-09,91.66,84.46,122.64,106.24,133.18,118.87,119.34
2012-05-10,91.66,84.45,122.57,106.09,133.09,118.52,119.32
2012-05-11,91.66,84.46,122.71,106.44,133.72,119.5,119.38
2012-05-14,91.66,84.45,122.87,106.91,134.7,121.17,119.94
2012-05-15,91.66,84.44,122.79,106.94,135.03,121.66,120.08
2012-05-16,91.66,84.43,122.79,107.02,135.3,122.01,119.84
2012-05-17,91.66,84.39,122.83,107.42,136.46,124.17,120.23
2012-05-18,91.66,84.4,122.81,107.35,136.28,124.2,120.51
2012-05-21,91.66,84.41,122.79,107.07,135.9,123.94,120.67
2012-05-22,91.62,84.38,122.69,106.84,135.37,122.56,120.42
2012-05-23,91.62,84.42,122.8,107.12,136.15,123.41,120.43
2012-05-24,91.66,84.39,122.65,106.89,135.55,122.94,120.26
2012-05-25,91.66,84.43,122.79,107.2,135.79,123.4,120.38
2012-05-29,91.66,84.41,122.7,107.11,135.71,123.02,120.03
2012-05-30,91.66,84.45,123.16,108.13,137.57,126.14,120.73
2012-05-31,91.66,84.48,123.35,108.55,138.25,127.6,121.31
2012-06-01,91.66,84.46,123.48,109.31,139.95,130.36,121.01
2012-06-04,91.66,84.45,123.11,108.68,139.27,129.33,120.78
2012-06-05,91.66,84.47,123.08,108.32,138.43,127.6,120.68
2012-06-06,91.64,84.44,122.77,107.61,136.81,125.05,120.11
2012-06-07,91.64,84.43,122.88,107.87,137.06,125.24,120.09
2012-06-08,91.64,84.43,122.9,107.95,137.13,125.21,120.18
2012-06-11,91.64,84.43,123.0,108.24,137.67,125.78,120.17
2012-06-12,91.66,84.39,122.7,107.66,136.68,124.63,119.91
2012-06-13,91.66,84.38,122.96,108.23,137.53,125.86,120.18
2012-06-14,91.66,84.39,122.82,107.94,137.19,125.7,120.02
2012-06-15,91.64,84.42,123.13,108.44,137.82,126.4,120.78
2012-06-18,91.66,84.4,123.09,108.41,138.0,127.08,120.72
2012-06-19,91.62,84.39,122.96,108.04,137.21,125.42,120.59
2012-06-20,91.62,84.36,122.75,107.82,136.94,126.04,120.43
2012-06-21,91.66,84.37,122.85,108.05,137.53,126.71,119.92
2012-06-22,91.64,84.38,122.7,107.58,136.64,125.02,119.34
2012-06-25,91.66,84.38,122.93,108.17,137.6,126.84,119.89
2012-06-26,91.66,84.36,122.86,107.93,137.24,126.34,119.81
2012-06-27,91.64,84.36,122.93,108.08,137.41,126.54,119.93
2012-06-28,91.66,84.37,123.09,108.43,137.88,126.85,119.98
2012-06-29,91.62,84.37,123.0,107.93,136.63,125.2,119.7
2012-07-02,91.62,84.37,123.11,108.27,137.42,126.22,119.6
2012-07-03,91.62,84.35,122.98,108.0,136.76,125.25,119.81
2012-07-05,91.62,84.38,123.09,108.29,137.11,125.89,120.07
2012-07-06,91.62,84.41,123.25,108.67,137.85,127.06,120.25
2012-07-09,91.62,84.41,123.37,108.97,138.5,128.18,120.48
2012-07-10,91.62,84.41,123.39,109.02,138.67,128.44,120.79
2012-07-11,91.62,84.42,123.33,108.92,138.76,128.6,120.67
2012-07-12,91.62,84.44,123.4,109.17,139.33,129.51,120.91
2012-07-13,91.64,84.46,123.42,109.08,139.08,129.17,120.97
2012-07-16,91.62,84.49,123.58,109.32,139.48,129.77,121.11
2012-07-17,91.62,84.48,123.48,109.04,138.97,128.75,120.95
2012-07-18,91.62,84.5,123.57,109.15,138.92,128.82,120.98
2012-07-19,91.64,84.52,123.52,108.99,138.64,128.49,121.09
2012-07-20,91.62,84.53,123.74,109.42,139.63,130.06,121.47
2012-07-23,91.62,84.54,123.82,109.6,139.94,130.79,121.37
2012-07-24,91.64,84.52,123.89,109.81,140.54,131.82,121.44
2012-07-25,91.66,84.53,123.9,109.87,140.53,132.16,121.31
2012-07-26,91.64,84.53,123.77,109.53,139.98,130.95,121.14
2012-07-27,91.66,84.47,123.42,108.74,138.47,128.48,120.79
2012-07-30,91.66,84.51,123.62,109.09,138.97,129.44,121.13
2012-07-31,91.62,84.53,123.76,109.28,139.31,129.7,121.44
2012-08-01,91.64,84.49,123.49,108.72,138.49,128.78,121.49
2012-08-02,91.64,84.5,123.62,108.98,138.96,129.51,121.47
2012-08-03,91.64,84.47,123.3,108.41,137.71,127.42,121.25
2012-08-06,91.66,84.48,123.38,108.48,137.81,127.47,121.33
2012-08-07,91.64,84.44,123.09,107.91,136.82,125.83,121.07
2012-08-08,91.62,84.41,122.95,107.76,136.47,125.16,120.71
2012-08-09,91.62,84.41,122.96,107.68,136.36,125.07,120.48
2012-08-10,91.62,84.43,123.07,107.99,136.85,125.7,120.56
2012-08-13,91.62,84.44,123.1,107.92,136.8,125.49,120.4
2012-08-14,91.62,84.42,122.88,107.39,135.75,123.79,119.87
2012-08-15,91.62,84.39,122.61,106.85,134.66,122.05,118.98
2012-08-16,91.62,84.38,122.47,106.59,134.16,121.01,118.69
2012-08-17,91.62,84.39,122.59,106.72,134.46,121.6,118.85
2012-08-20,91.62,84.39,122.64,106.78,134.58,121.85,118.79
2012-08-21,91.62,84.39,122.66,106.87,134.74,122.39,118.87
2012-08-22,91.62,84.44,123.11,107.7,136.13,124.41,119.84
2012-08-23,91.62,84.45,123.21,107.89,136.53,124.93,120.4
2012-08-24,91.62,84.45,123.14,107.84,136.5,124.81,120.38
2012-08-27,91.62,84.44,123.28,108.12,136.96,125.54,120.77
2012-08-28,91.62,84.45,123.29,108.16,137.19,125.84,121.08
2012-08-29,91.62,84.45,123.29,108.09,136.87,125.29,120.67
2012-08-30,91.62,84.46,123.46,108.29,137.38,125.94,120.58
2012-08-31,91.62,84.51,123.82,108.99,138.35,127.72,121.14
2012-09-04,91.62,84.48,123.57,108.59,137.97,127.32,120.98
2012-09-05,91.64,84.48,123.59,108.55,137.58,126.72,121.18
2012-09-06,91.64,84.44,123.26,107.81,136.42,124.61,120.52
2012-09-07,91.62,84.46,123.4,107.95,136.25,124.03,120.91
2012-09-10,91.62,84.44,123.42,108.0,136.38,124.33,121.22
2012-09-11,91.62,84.46,123.34,107.8,135.92,123.55,121.1
2012-09-12,91.62,84.45,123.17,107.27,135.04,122.01,120.51
2012-09-13,91.62,84.48,123.41,107.58,134.96,121.53,121.52
2012-09-14,91.62,84.44,122.98,106.57,132.98,118.3,121.93
2012-09-17,91.62,84.44,123.0,106.79,133.53,119.72,121.82
2012-09-18,91.62,84.45,123.14,107.06,133.99,120.32,121.66
2012-09-19,91.62,84.45,123.2,107.31,134.39,121.11,121.81
2012-09-20,91.62,84.43,123.22,107.37,134.54,121.41,121.4
2012-09-21,91.62,84.44,123.35,107.6,134.83,121.55,121.5
2012-09-24,91.62,84.45,123.41,107.84,135.29,122.5,121.42
2012-09-25,91.62,84.43,123.47,108.24,136.08,123.71,121.58
2012-09-26,91.62,84.45,123.7,108.69,137.08,125.04,121.86
2012-09-27,91.64,84.46,123.65,108.46,136.65,124.15,121.84
2012-09-28,91.62,84.5,123.72,108.46,136.74,124.22,121.76
2012-10-01,91.62,84.48,123.68,108.52,136.76,124.42,122.0
2012-10-02,91.64,84.46,123.7,108.45,136.73,124.25,122.5
2012-10-03,91.62,84.46,123.75,108.56,136.77,124.29,122.63
2012-10-04,91.62,84.46,123.59,108.13,135.96,122.74,122.81
2012-10-05,91.62,84.42,123.38,107.64,134.98,121.15,122.56
2012-10-08,91.62,84.43,123.56,107.99,135.55,122.17,122.85
2012-10-09,91.62,84.43,123.44,107.77,135.35,121.95,122.54
2012-10-10,91.64,84.42,123.49,108.03,135.91,122.81,122.41
2012-10-11,91.64,84.41,123.48,108.13,136.28,123.66,122.3
2012-10-12,91.62,84.44,123.51,108.14,136.43,123.97,122.2
2012-10-15,91.64,84.42,123.47,108.17,136.3,123.69,122.19
2012-10-16,91.62,84.42,123.3,107.66,135.38,121.98,121.67
2012-10-17,91.64,84.37,122.92,106.98,134.28,120.85,121.31
2012-10-18,91.62,84.38,122.82,106.79,133.93,120.11,121.3
2012-10-19,91.62,84.38,123.0,107.24,134.79,121.74,121.71
2012-10-22,91.62,84.35,122.8,106.88,134.28,120.96,121.51
2012-10-23,91.64,84.39,123.01,107.39,135.17,122.69,121.77
2012-10-24,91.64,84.38,122.99,107.16,134.71,121.48,121.58
2012-10-25,91.62,84.35,122.73,106.77,134.21,120.86,121.22
2012-10-26,91.62,84.37,123.03,107.45,135.32,122.64,121.82
2012-10-31,91.64,84.42,123.25,107.89,136.07,123.36,122.52
2012-11-01,91.64,84.4,123.15,107.53,135.5,122.35,122.09
2012-11-02,91.64,84.39,123.17,107.62,135.49,122.26,122.02
2012-11-05,91.62,84.39,123.32,107.88,135.94,122.95,122.18
2012-11-06,91.62,84.36,123.03,107.39,135.17,121.79,121.86
2012-11-07,91.64,84.43,123.46,108.29,136.62,124.0,122.56
2012-11-08,91.64,84.43,123.67,108.77,137.73,125.84,123.22
2012-11-09,91.64,84.43,123.66,108.78,137.89,125.98,122.77
2012-11-12,91.64,84.43,123.72,108.85,138.09,126.19,123.1
2012-11-13,91.64,84.44,123.77,108.98,138.19,126.61,122.96
2012-11-14,91.64,84.46,123.75,109.01,138.34,126.73,122.84
2012-11-15,91.64,84.46,123.78,108.96,138.35,126.48,122.75
2012-11-16,91.64,84.46,123.83,109.03,138.19,126.37,122.83
2012-11-19,91.64,84.45,123.72,108.81,137.8,125.66,122.6
2012-11-20,91.62,84.43,123.54,108.36,137.0,124.4,122.25
2012-11-21,91.62,84.42,123.45,108.2,136.78,124.33,121.96
2012-11-23,91.62,84.42,123.42,108.14,136.71,124.21,121.87
2012-11-26,91.62,84.41,123.51,108.32,137.07,124.8,122.21
2012-11-27,91.62,84.42,123.63,108.57,137.43,125.29,122.21
2012-11-28,91.62,84.43,123.72,108.71,137.59,125.11,122.5
2012-11-29,91.62,84.43,123.76,108.82,137.71,125.13,122.72
2012-11-30,91.62,84.44,123.84,108.8,137.65,124.79,122.91
2012-12-03,91.62,84.43,123.75,108.62,137.38,124.66,122.79
2012-12-04,91.62,84.43,123.79,108.81,137.7,125.38,122.83
2012-12-05,91.62,84.45,123.87,108.9,137.76,125.32,123.05
2012-12-06,91.62,84.45,123.89,108.96,137.87,125.59,123.3
2012-12-07,91.62,84.45,123.79,108.65,137.16,124.43,123.15
2012-12-10,91.62,84.45,123.83,108.75,137.37,124.98,123.3
2012-12-11,91.62,84.45,123.74,108.54,136.88,124.03,122.94
2012-12-12,91.62,84.44,123.6,108.08,136.01,122.59,122.56
2012-12-13,91.62,84.44,123.42,107.87,135.89,122.68,122.22
2012-12-14,91.62,84.46,123.49,108.11,136.32,123.6,122.35
2012-12-17,91.62,84.44,123.22,107.54,135.23,121.75,121.89
2012-12-18,91.64,84.39,123.0,107.12,134.42,120.51,121.54
2012-12-19,91.62,84.41,123.11,107.27,134.67,120.91,121.64
2012-12-20,91.62,84.4,123.08,107.34,134.73,120.93,121.7
2012-12-21,91.62,84.41,123.24,107.63,135.41,122.25,122.04
2012-12-24,91.62,84.41,123.19,107.52,135.35,122.03,121.9
2012-12-26,91.62,84.39,123.19,107.59,135.36,122.2,122.05
2012-12-27,91.62,84.42,123.33,107.81,135.67,122.61,122.19
2012-12-28,91.64,84.42,123.43,108.06,136.2,123.31,122.15
2012-12-31,91.62,84.42,123.22,107.49,134.86,121.18,121.41
2013-01-02,91.62,84.4,123.14,107.0,133.95,119.56,121.34
2013-01-03,91.62,84.4,122.86,106.45,133.04,117.94,120.51
2013-01-04,91.64,84.41,122.86,106.5,133.14,118.4,120.46
2013-01-07,91.6,84.41,122.9,106.56,133.16,118.45,120.87
2013-01-08,91.6,84.42,123.04,106.82,133.61,119.23,121.04
2013-01-09,91.6,84.45,123.13,106.88,133.65,119.12,121.26
2013-01-10,91.6,84.44,122.98,106.57,133.23,118.79,121.15
2013-01-11,91.6,84.43,123.14,106.91,133.77,119.85,121.26
2013-01-14,91.6,84.43,123.14,106.87,133.75,119.52,121.3
2013-01-15,91.6,84.44,123.23,107.13,134.11,120.07,121.38
2013-01-16,91.6,84.44,123.31,107.27,134.34,120.32,121.35
2013-01-17,91.62,84.43,123.06,106.78,133.58,119.12,121.14
2013-01-18,91.6,84.43,123.19,107.08,134.07,120.04,121.34
2013-01-22,91.6,84.45,123.26,107.17,134.24,120.27,121.32
2013-01-23,91.6,84.45,123.29,107.22,134.26,120.09,121.34
2013-01-24,91.62,84.45,123.18,107.04,134.01,119.67,121.27
2013-01-25,91.6,84.41,122.79,106.33,132.82,118.03,120.76
2013-01-28,91.6,84.38,122.69,106.11,132.45,117.6,120.6
2013-01-29,91.6,84.39,122.65,105.95,132.07,116.95,120.38
2013-01-30,91.6,84.42,122.73,106.01,132.02,116.75,120.42
2013-01-31,91.62,84.43,122.74,106.1,132.17,117.32,120.78
2013-02-01,91.6,84.4,122.56,105.6,131.13,115.54,120.19
2013-02-04,91.6,84.42,122.89,106.21,132.07,117.02,120.97
2013-02-05,91.62,84.42,122.72,105.83,131.54,115.98,120.62
2013-02-06,91.62,84.44,122.88,106.15,132.08,116.93,120.76
2013-02-07,91.62,84.44,122.92,106.2,132.02,116.67,120.65
2013-02-08,91.62,84.45,122.93,106.28,132.19,117.12,120.61
2013-02-11,91.62,84.42,122.87,106.17,132.13,117.03,120.52
2013-02-12,91.62,84.4,122.78,106.06,131.91,116.74,120.51
2013-02-13,91.6,84.39,122.58,105.69,131.21,115.79,120.17
2013-02-14,91.62,84.4,122.83,106.14,131.98,116.84,120.38
2013-02-15,91.6,84.41,122.76,106.04,131.93,116.5,120.05
2013-02-19,91.6,84.4,122.68,105.87,131.58,115.92,119.99
2013-02-20,91.62,84.4,122.8,106.1,131.82,116.27,120.02
2013-02-21,91.6,84.43,122.93,106.31,132.25,116.95,120.17
2013-02-22,91.62,84.43,122.99,106.44,132.4,117.03,120.43
2013-02-25,91.6,84.45,123.38,107.26,133.93,119.33,121.03
2013-02-26,91.6,84.47,123.34,107.06,133.58,118.64,120.74
2013-02-27,91.62,84.47,123.35,107.01,133.38,118.29,120.74
2013-02-28,91.62,84.46,123.42,107.16,133.5,118.51,121.01
2013-03-01,91.62,84.46,123.46,107.3,133.77,118.9,121.52
2013-03-04,91.6,84.45,123.4,107.05,133.37,118.27,121.14
2013-03-05,91.62,84.44,123.31,106.94,133.11,117.93,121.11
