Date,BIL,SHY,IEI,IEF,TLH,TLT,TIP
2010-05-07,91.72,83.69,113.02,91.92,111.99,95.58,106.17
2010-05-10,91.72,83.58,112.47,91.22,110.88,93.6,105.87
2010-05-11,91.72,83.63,112.59,91.33,110.87,93.36,106.07
2010-05-12,91.72,83.61,112.41,91.1,110.34,92.65,106.2
2010-05-13,91.7,83.66,112.6,91.35,110.86,93.26,106.29
2010-05-14,91.72,83.77,113.13,91.94,111.86,94.88,106.6
2010-05-17,91.72,83.74,112.97,91.74,111.49,94.53,106.23
2010-05-18,91.7,83.83,113.43,92.41,112.6,95.98,106.78
2010-05-19,91.72,83.79,113.37,92.49,112.79,96.3,106.1
2010-05-20,91.72,83.89,113.94,93.39,114.15,98.33,106.09
2010-05-21,91.72,83.83,113.91,93.44,114.21,98.43,106.16
2010-05-24,91.72,83.82,113.89,93.44,114.13,98.09,106.05
2010-05-25,91.72,83.81,114.01,93.76,114.59,98.57,105.7
2010-05-26,91.74,83.74,113.8,93.57,114.34,98.29,105.9
2010-05-27,91.7,83.68,113.18,92.68,112.7,96.06,105.51
2010-05-28,91.72,83.84,113.45,93.1,113.0,96.5,106.1
2010-06-01,91.72,83.77,113.53,92.96,113.08,96.85,105.36
2010-06-02,91.74,83.71,113.16,92.43,112.47,95.93,105.25
2010-06-03,91.7,83.69,113.07,92.3,112.03,95.23,105.3
2010-06-04,91.74,83.88,113.98,93.58,113.96,97.79,105.97
2010-06-07,91.72,83.85,114.22,93.96,114.59,98.54,106.06
2010-06-08,91.74,83.84,114.0,93.67,114.2,98.05,105.79
2010-06-09,91.74,83.85,114.04,93.68,114.2,97.94,105.9
2010-06-10,91.74,83.74,113.4,92.81,112.77,96.19,105.12
2010-06-11,91.74,83.83,113.82,93.4,113.71,97.41,105.73
2010-06-14,91.7,83.85,113.73,93.32,113.37,96.91,105.73
2010-06-15,91.7,83.81,113.51,93.03,112.96,96.51,105.59
2010-06-16,91.7,83.83,113.72,93.29,113.45,97.06,105.92
2010-06-17,91.7,83.88,114.01,93.73,114.14,97.85,106.43
2010-06-18,91.72,83.89,113.91,93.54,113.93,97.69,106.25
2010-06-21,91.7,83.9,113.81,93.47,113.75,97.41,106.31
2010-06-22,91.72,83.94,114.26,94.03,114.69,98.57,106.56
2010-06-23,91.72,84.0,114.49,94.38,115.18,99.24,106.58
2010-06-24,91.72,84.02,114.53,94.3,114.9,98.65,106.28
2010-06-25,91.72,84.05,114.65,94.45,115.21,99.05,106.65
2010-06-28,91.72,84.1,115.1,95.12,116.06,99.98,106.9
2010-06-29,91.72,84.14,115.36,95.53,116.75,101.07,106.99
2010-06-30,91.74,84.12,115.33,95.67,116.98,101.75,106.91
2010-07-01,91.72,84.02,115.06,95.38,116.71,101.6,106.02
2010-07-02,91.72,84.02,114.99,95.21,116.32,100.79,105.82
2010-07-06,91.7,84.02,115.26,95.44,116.83,101.62,105.94
2010-07-07,91.7,84.01,115.12,95.14,116.24,100.43,105.5
2010-07-08,91.72,84.02,114.98,94.91,115.94,99.79,105.66
2010-07-09,91.7,83.99,114.85,94.66,115.49,99.22,105.74
2010-07-12,91.72,84.0,114.91,94.82,115.54,99.18,105.67
2010-07-13,91.72,83.94,114.6,94.35,114.94,98.33,105.55
2010-07-14,91.72,84.03,115.05,94.82,115.69,99.32,105.85
2010-07-15,91.72,84.05,115.36,95.31,116.58,100.31,105.98
2010-07-16,91.72,84.13,115.75,95.86,117.07,100.8,105.73
2010-07-19,91.7,84.1,115.64,95.61,116.69,100.18,105.32
2010-07-20,91.7,84.13,115.74,95.71,116.84,100.33,105.44
2010-07-21,91.7,84.17,116.06,96.32,117.98,102.03,105.99
2010-07-22,91.7,84.14,115.85,95.79,117.2,100.85,105.89
2010-07-23,91.72,84.1,115.56,95.48,116.44,99.78,105.62
2010-07-26,91.68,84.07,115.53,95.45,116.28,99.61,105.66
2010-07-27,91.68,84.02,115.25,95.12,115.75,98.65,105.51
2010-07-28,91.7,84.1,115.68,95.53,116.13,98.97,105.86
2010-07-29,91.68,84.17,115.98,95.73,116.33,98.94,105.99
2010-07-30,91.7,84.21,116.38,96.29,117.57,100.48,106.37
2010-08-02,91.68,84.12,115.94,95.74,116.45,98.75,106.37
2010-08-03,91.68,84.18,116.44,96.19,117.05,99.32,106.93
2010-08-04,91.68,84.11,116.06,95.79,116.55,98.56,106.57
2010-08-05,91.68,84.21,116.37,96.25,117.17,99.02,106.96
2010-08-06,91.68,84.23,116.73,96.88,118.13,100.1,107.06
2010-08-09,91.68,84.18,116.62,96.86,117.92,99.73,107.01
2010-08-10,91.7,84.22,117.04,97.35,118.52,99.94,107.67
2010-08-11,91.72,84.24,117.27,97.9,119.59,101.28,107.66
2010-08-12,91.72,84.22,117.01,97.65,119.25,101.03,106.95
2010-08-13,91.72,84.21,117.19,98.07,120.1,102.29,107.23
2010-08-16,91.7,84.29,117.56,98.78,121.59,104.85,107.58
2010-08-17,91.72,84.27,117.35,98.28,120.98,104.25,107.34
2010-08-18,91.7,84.29,117.25,98.18,121.14,104.53,107.28
2010-08-19,91.7,84.31,117.46,98.62,122.05,106.16,107.29
2010-08-20,91.72,84.28,117.19,98.3,121.62,106.04,107.16
2010-08-23,91.7,84.29,117.39,98.43,121.77,106.06,107.16
2010-08-24,91.7,84.35,117.84,99.21,123.15,107.76,107.52
2010-08-25,91.72,84.27,117.53,98.76,122.48,107.41,107.52
2010-08-26,91.7,84.27,117.72,99.21,123.29,108.42,108.1
2010-08-27,91.7,84.21,117.04,98.07,121.21,105.35,107.46
2010-08-30,91.72,84.31,117.65,98.82,122.83,107.37,107.94
2010-08-31,91.7,84.34,117.86,99.26,123.6,108.56,108.24
2010-09-01,91.7,84.22,117.31,98.3,121.8,106.0,107.75
2010-09-02,91.72,84.2,117.15,97.89,121.07,104.88,107.55
2010-09-03,91.72,84.16,116.83,97.33,120.19,103.58,107.38
2010-09-07,91.7,84.25,117.3,98.1,121.46,105.7,107.98
2010-09-08,91.7,84.19,117.07,97.83,120.92,104.86,107.66
2010-09-09,91.7,84.1,116.5,97.06,119.59,102.79,107.42
2010-09-10,91.7,84.09,116.35,96.78,119.21,102.32,107.53
2010-09-13,91.7,84.16,116.78,97.24,119.67,102.82,108.26
2010-09-14,91.72,84.22,117.17,97.73,120.49,103.81,108.15
2010-09-15,91.72,84.24,117.06,97.39,119.69,102.27,107.92
2010-09-16,91.72,84.26,116.95,97.05,119.03,101.26,107.7
2010-09-17,91.7,84.28,117.09,97.27,119.24,101.67,107.39
2010-09-20,91.7,84.29,117.31,97.57,119.67,102.26,107.81
2010-09-21,91.7,84.35,117.88,98.48,120.96,103.68,109.19
2010-09-22,91.7,84.34,117.85,98.63,121.34,104.61,109.34
2010-09-23,91.7,84.35,117.94,98.77,121.6,104.91,109.26
2010-09-24,91.72,84.34,117.7,98.28,120.62,103.5,108.71
2010-09-27,91.72,84.36,118.13,99.04,121.98,105.3,109.03
2010-09-28,91.7,84.38,118.36,99.37,122.63,106.02,109.79
2010-09-29,91.7,84.36,118.28,99.13,122.37,105.58,109.3
2010-09-30,91.7,84.37,118.24,99.01,122.18,105.51,109.06
2010-10-01,91.7,84.32,118.13,98.83,121.81,104.61,109.22
2010-10-04,91.72,84.33,118.34,99.18,122.17,104.88,109.39
2010-10-05,91.7,84.37,118.47,99.2,121.86,104.25,110.09
2010-10-06,91.7,84.38,118.74,99.84,122.92,105.56,111.06
2010-10-07,91.7,84.45,118.86,99.94,122.67,104.68,110.81
2010-10-08,91.7,84.45,118.96,99.98,122.6,104.22,111.54
2010-10-11,91.7,84.46,119.01,100.08,122.78,104.24,111.54
2010-10-12,91.7,84.4,118.8,99.79,122.09,103.21,111.2
2010-10-13,91.7,84.41,118.91,99.79,121.89,103.05,111.87
2010-10-14,91.72,84.37,118.55,99.22,120.99,101.51,112.22
2010-10-15,91.7,84.4,118.46,98.79,120.05,100.27,111.5
2010-10-18,91.72,84.42,118.87,99.26,120.89,101.08,111.75
2010-10-19,91.7,84.46,118.96,99.6,121.22,101.69,111.81
2010-10-20,91.7,84.47,119.01,99.54,121.34,101.91,111.78
2010-10-21,91.7,84.48,118.75,98.99,120.52,100.7,111.78
2010-10-22,91.72,84.46,118.68,99.02,120.61,101.38,111.81
2010-10-25,91.7,84.48,118.61,98.99,120.91,101.67,112.15
2010-10-26,91.72,84.4,118.18,98.33,119.63,100.1,111.54
2010-10-27,91.72,84.36,117.83,97.76,118.83,99.22,110.85
2010-10-28,91.7,84.47,118.42,98.33,119.35,99.49,111.25
2010-10-29,91.72,84.49,118.74,98.77,119.88,100.42,111.62
2010-11-01,91.72,84.46,118.61,98.37,119.36,99.67,111.54
2010-11-02,91.68,84.41,118.7,98.7,120.14,100.98,111.81
2010-11-03,91.7,84.44,119.03,99.02,119.48,98.92,111.61
2010-11-04,91.7,84.46,119.41,99.82,120.54,99.69,111.88
2010-11-05,91.7,84.39,119.08,99.4,119.66,97.98,111.5
2010-11-08,91.7,84.35,119.02,99.43,119.7,98.42,111.65
2010-11-09,91.7,84.24,118.37,98.59,118.22,96.25,110.64
2010-11-10,91.7,84.29,118.6,98.96,118.54,96.38,110.91
2010-11-11,91.68,84.16,118.42,98.85,118.39,96.33,110.92
2010-11-12,91.72,84.16,117.86,98.03,117.42,95.81,110.01
2010-11-15,91.72,84.11,117.03,96.77,115.61,93.81,108.63
2010-11-16,91.72,84.15,117.32,97.49,117.17,96.14,108.83
2010-11-17,91.72,84.2,117.27,97.21,116.55,95.61,108.85
2010-11-18,91.7,84.21,117.05,96.98,116.34,96.0,109.03
2010-11-19,91.7,84.16,117.0,97.18,116.86,96.59,109.34
2010-11-22,91.7,84.24,117.51,97.7,117.51,97.0,109.72
2010-11-23,91.7,84.29,117.67,97.9,117.92,97.48,109.76
2010-11-24,91.72,84.14,116.93,96.85,116.34,95.74,109.18
2010-11-26,91.72,84.2,117.15,97.27,117.03,97.07,109.5
2010-11-29,91.72,84.19,117.21,97.48,117.5,97.9,109.62
2010-11-30,91.72,84.25,117.42,97.65,117.92,98.41,109.48
2010-12-01,91.7,84.06,116.47,96.13,115.63,95.89,108.59
2010-12-02,91.7,84.06,116.2,95.89,115.3,95.64,108.55
2010-12-03,91.72,84.17,116.43,95.9,115.12,94.89,108.54
2010-12-06,91.7,84.22,116.87,96.5,116.1,96.23,108.97
2010-12-07,91.7,84.07,115.93,94.9,113.96,94.17,107.89
2010-12-08,91.7,83.94,115.2,94.09,112.93,93.26,106.84
2010-12-09,91.72,83.93,114.98,94.29,113.11,93.72,106.71
2010-12-10,91.72,83.9,114.57,93.49,112.24,93.15,106.19
2010-12-13,91.72,83.95,114.97,93.79,112.7,93.5,106.83
2010-12-14,91.72,83.91,114.31,92.8,111.05,92.14,105.81
2010-12-15,91.7,83.88,114.1,92.42,110.58,90.94,106.14
2010-12-16,91.7,83.9,114.36,92.97,111.21,91.57,106.61
2010-12-17,91.72,83.97,114.87,93.77,112.36,93.24,107.33
2010-12-20,91.72,83.99,114.93,93.76,112.37,93.14,107.32
2010-12-21,91.72,83.97,114.96,93.96,112.54,93.79,107.5
2010-12-22,91.7,83.95,114.78,93.7,112.18,93.12,107.42
2010-12-23,91.7,83.84,114.46,93.37,111.76,92.93,107.02
2010-12-27,91.7,83.89,114.59,93.73,112.54,93.76,107.25
2010-12-28,91.72,83.71,113.82,92.5,110.64,91.61,106.19
2010-12-29,91.7,83.91,114.64,93.54,112.13,93.16,106.88
2010-12-30,91.72,83.88,114.46,93.35,111.98,93.09,106.78
2010-12-31,91.7,83.98,114.65,93.82,112.7,94.12,107.52
2011-01-03,91.72,83.96,114.71,93.53,112.29,93.41,107.07
2011-01-04,91.72,83.94,114.78,93.75,112.39,93.52,107.34
2011-01-05,91.72,83.79,114.14,92.74,110.82,91.46,106.93
2011-01-06,91.72,83.88,114.39,93.22,111.38,91.86,107.24
2011-01-07,91.7,84.0,114.97,93.84,112.05,92.35,107.58
2011-01-10,91.72,84.04,115.26,94.16,112.55,92.85,107.89
2011-01-11,91.72,83.99,115.04,93.79,112.08,92.33,107.93
2011-01-12,91.7,83.99,114.92,93.52,111.59,91.61,107.9
2011-01-13,91.7,84.02,115.37,94.15,112.4,92.43,108.23
2011-01-14,91.7,84.02,115.28,93.89,112.13,91.84,107.76
2011-01-18,91.7,84.0,115.1,93.66,111.69,91.41,107.78
2011-01-19,91.72,84.04,115.24,93.9,112.1,92.07,107.82
2011-01-20,91.72,83.95,114.73,93.17,111.08,90.8,106.8
2011-01-21,91.7,83.97,114.9,93.48,111.48,91.52,107.0
2011-01-24,91.7,83.96,114.91,93.49,111.53,91.56,106.93
2011-01-25,91.72,84.02,115.26,93.96,112.46,92.43,107.35
2011-01-26,91.7,84.0,114.98,93.39,111.38,91.03,107.17
2011-01-27,91.72,84.06,115.22,93.74,111.69,91.44,107.1
2011-01-28,91.7,84.1,115.53,94.17,112.34,91.92,107.51
2011-01-31,91.7,84.09,115.34,93.8,111.82,91.22,107.54
2011-02-01,91.7,83.93,114.79,93.13,110.88,90.45,107.28
2011-02-02,91.7,83.88,114.51,92.91,110.62,90.47,106.99
2011-02-03,91.7,83.8,114.09,92.38,110.13,89.72,106.43
2011-02-04,91.72,83.73,113.61,91.81,109.21,88.81,105.83
2011-02-07,91.7,83.69,113.52,91.77,109.21,89.27,105.81
2011-02-08,91.7,83.58,112.98,91.14,108.46,88.45,105.26
2011-02-09,91.72,83.64,113.32,91.66,109.21,89.22,105.56
2011-02-10,91.7,83.6,113.07,91.36,108.85,88.19,104.91
2011-02-11,91.7,83.6,113.26,91.78,109.56,89.46,105.45
2011-02-14,91.7,83.6,113.28,91.81,109.89,89.52,105.53
2011-02-15,91.72,83.64,113.42,92.02,110.14,89.92,105.66
2011-02-16,91.72,83.63,113.38,91.89,109.95,89.63,105.51
2011-02-17,91.72,83.73,113.7,92.23,110.31,89.77,105.91
2011-02-18,91.7,83.76,113.78,92.21,110.29,89.49,106.46
2011-02-22,91.7,83.85,114.48,93.1,111.56,90.83,107.3
2011-02-23,91.72,83.83,114.32,92.87,111.42,91.16,107.69
2011-02-24,91.72,83.87,114.37,93.11,111.8,91.74,108.08
2011-02-25,91.72,83.89,114.52,93.41,112.29,92.28,108.44
2011-02-28,91.7,83.92,114.66,93.37,112.32,92.4,108.15
2011-03-01,91.7,83.91,114.63,93.26,112.07,92.37,108.5
2011-03-02,91.72,83.87,114.33,92.77,111.24,90.95,108.18
2011-03-03,91.7,83.7,113.69,92.14,110.39,90.06,107.89
2011-03-04,91.72,83.89,114.33,92.8,111.15,90.81,108.61
2011-03-07,91.7,83.83,114.18,92.57,110.79,90.23,108.52
2011-03-08,91.7,83.8,114.13,92.35,110.39,89.68,108.59
2011-03-09,91.7,83.86,114.42,92.89,111.08,90.55,108.74
2011-03-10,91.7,83.95,115.04,93.68,112.37,92.07,109.36
2011-03-11,91.72,83.96,114.99,93.46,112.03,91.55,109.18
2011-03-14,91.72,84.01,115.27,93.67,112.21,91.51,109.34
2011-03-15,91.74,83.97,115.34,94.01,112.94,92.88,109.31
2011-03-16,91.74,84.12,115.99,94.81,114.0,93.93,110.09
2011-03-17,91.74,84.08,115.78,94.52,113.57,93.21,110.31
2011-03-18,91.74,84.04,115.62,94.46,113.5,93.46,110.23
2011-03-21,91.74,83.95,115.14,93.97,112.95,92.91,109.76
2011-03-22,91.7,83.93,115.12,94.02,113.11,93.22,109.49
2011-03-23,91.72,83.94,115.02,93.9,112.82,93.1,109.31
2011-03-24,91.7,83.88,114.71,93.42,112.24,92.4,109.41
2011-03-25,91.7,83.82,114.45,93.17,111.95,92.17,108.9
2011-03-28,91.72,83.78,114.38,93.2,111.97,92.3,108.96
2011-03-29,91.7,83.75,114.15,92.93,111.56,91.59,108.74
2011-03-30,91.72,83.8,114.44,93.25,111.92,92.32,109.12
2011-03-31,91.7,83.75,114.18,93.01,111.8,92.13,109.16
2011-04-01,91.7,83.75,114.08,92.96,111.54,92.19,108.86
2011-04-04,91.7,83.77,114.35,93.17,111.83,92.29,109.35
2011-04-05,91.7,83.68,113.92,92.7,111.32,91.92,109.15
2011-04-06,91.7,83.68,113.68,92.3,110.51,90.54,108.56
2011-04-07,91.72,83.74,113.89,92.31,110.32,90.36,108.75
2011-04-08,91.7,83.71,113.73,92.04,110.04,89.88,108.98
2011-04-11,91.7,83.7,113.77,92.16,110.12,89.96,108.9
2011-04-12,91.72,83.84,114.32,92.68,110.9,90.93,109.45
2011-04-13,91.72,83.88,114.45,93.04,111.36,91.5,109.69
2011-04-14,91.7,83.8,114.25,92.73,111.15,91.43,109.55
2011-04-15,91.72,83.96,114.74,93.41,112.19,92.67,110.35
2011-04-18,91.7,83.98,115.07,93.64,112.49,92.88,110.38
2011-04-19,91.7,84.0,115.12,93.76,112.73,93.28,110.77
2011-04-20,91.7,83.99,114.84,93.39,112.18,92.68,110.39
2011-04-21,91.7,83.97,114.86,93.46,112.23,92.6,110.19
2011-04-25,91.7,83.98,115.08,93.79,112.7,92.95,110.49
2011-04-26,91.7,84.06,115.37,94.19,113.36,93.85,110.87
2011-04-27,91.7,84.09,115.35,93.92,112.72,92.89,110.6
2011-04-28,91.7,84.09,115.63,94.28,113.15,93.6,110.93
2011-04-29,91.7,84.13,115.79,94.47,113.61,93.89,111.16
2011-05-02,91.7,84.05,115.66,94.2,113.32,93.64,110.75
2011-05-03,91.7,84.08,115.76,94.45,113.67,94.17,110.93
2011-05-04,91.74,84.12,115.81,94.69,114.17,94.59,111.03
2011-05-05,91.74,84.14,116.12,95.16,114.95,95.49,110.9
2011-05-06,91.74,84.15,116.21,95.21,114.84,95.07,110.94
2011-05-09,91.74,84.19,116.33,95.35,114.86,94.97,111.17
2011-05-10,91.74,84.11,116.04,94.89,114.39,94.29,110.87
2011-05-11,91.74,84.19,116.31,95.23,114.84,94.83,110.52
2011-05-12,91.74,84.15,116.22,95.02,114.5,94.23,110.39
2011-05-13,91.72,84.19,116.4,95.39,115.11,95.08,110.37
2011-05-16,91.72,84.23,116.6,95.62,115.51,95.61,110.4
2011-05-17,91.72,84.24,116.74,95.9,116.05,96.59,110.49
2011-05-18,91.7,84.2,116.4,95.35,115.22,95.31,110.43
2011-05-19,91.74,84.21,116.51,95.45,115.21,95.27,110.14
2011-05-20,91.72,84.24,116.68,95.68,115.39,95.32,110.1
2011-05-23,91.72,84.25,116.75,95.81,115.74,95.78,110.11
2011-05-24,91.72,84.25,116.82,95.91,115.94,96.14,110.67
2011-05-25,91.72,84.29,116.85,95.92,115.8,95.69,110.7
2011-05-26,91.72,84.34,117.26,96.45,116.51,96.51,110.97
2011-05-27,91.72,84.37,117.33,96.44,116.26,96.47,111.15
2011-05-31,91.72,84.37,117.47,96.59,116.51,96.69,110.86
2011-06-01,91.7,84.36,117.78,97.14,117.51,97.64,110.6
2011-06-02,91.7,84.31,117.41,96.56,116.25,95.78,110.2
2011-06-03,91.7,84.34,117.65,96.94,116.73,96.33,110.37
2011-06-06,91.7,84.35,117.73,96.88,116.37,95.6,110.42
2011-06-07,91.72,84.41,117.92,97.06,116.59,96.04,110.58
2011-06-08,91.72,84.42,118.15,97.27,117.13,96.79,110.57
2011-06-09,91.7,84.33,117.8,96.88,116.6,96.4,110.44
2011-06-10,91.72,84.4,117.92,97.19,117.16,97.14,110.4
2011-06-13,91.7,84.37,117.84,96.98,116.84,96.65,110.39
2011-06-14,91.72,84.3,117.29,96.21,115.59,95.19,110.09
2011-06-15,91.72,84.42,118.02,97.25,116.91,96.92,110.66
2011-06-16,91.72,84.43,118.14,97.52,117.56,97.36,110.58
2011-06-17,91.72,84.45,118.17,97.45,117.38,96.9,110.52
2011-06-20,91.72,84.45,118.11,97.3,117.3,97.02,110.22
2011-06-21,91.7,84.46,118.03,97.17,116.87,96.59,110.49
2011-06-22,91.72,84.44,118.07,97.13,116.83,96.65,110.24
2011-06-23,91.72,84.49,118.42,97.64,117.68,97.39,111.04
2011-06-24,91.7,84.54,118.79,98.05,117.81,96.98,111.47
2011-06-27,91.7,84.46,118.53,97.67,116.96,95.65,111.29
2011-06-28,91.7,84.31,117.79,96.77,115.88,94.88,110.85
2011-06-29,91.72,84.31,117.42,96.19,115.04,94.25,110.89
2011-06-30,91.72,84.3,117.1,95.86,114.58,94.1,110.64
2011-07-01,91.7,84.21,116.75,95.39,114.02,93.63,110.01
2011-07-05,91.7,84.31,117.32,95.99,114.56,93.84,110.13
2011-07-06,91.72,84.34,117.44,96.16,114.86,94.32,110.45
2011-07-07,91.7,84.26,117.05,95.79,114.64,94.04,110.41
2011-07-08,91.7,84.38,117.85,96.81,115.92,95.37,110.91
2011-07-11,91.68,84.44,118.36,97.55,117.01,96.8,111.53
2011-07-12,91.7,84.43,118.53,97.69,117.52,97.13,111.98
2011-07-13,91.72,84.45,118.63,97.85,117.75,97.4,112.19
2011-07-14,91.72,84.42,118.31,97.29,116.9,96.01,111.52
2011-07-15,91.72,84.44,118.6,97.69,117.0,96.17,111.87
2011-07-18,91.72,84.44,118.59,97.63,116.67,95.24,111.97
2011-07-19,91.72,84.44,118.74,98.0,117.8,97.22,112.53
2011-07-20,91.7,84.41,118.46,97.52,117.06,96.07,111.89
2011-07-21,91.7,84.37,118.17,96.98,116.24,95.33,111.66
2011-07-22,91.72,84.38,118.31,97.35,116.79,96.05,112.03
2011-07-25,91.72,84.34,118.18,97.04,116.19,95.0,112.15
2011-07-26,91.72,84.39,118.45,97.45,116.78,95.65,112.19
2011-07-27,91.72,84.34,118.29,97.29,116.73,95.66,112.4
2011-07-28,91.72,84.39,118.42,97.48,116.94,96.02,112.86
2011-07-29,91.72,84.48,119.29,98.66,118.76,97.92,114.17
2011-08-01,91.72,84.39,119.27,98.78,118.99,98.58,113.9
