Date,BIL,SHY,IEI,IEF,TLH,TLT,TIP
2011-08-02,88.56,79.32,107.71,85.4,102.33,82.22,100.56
2011-08-03,88.56,79.31,107.64,85.47,102.47,82.38,99.94
2011-08-04,88.56,79.38,108.31,86.6,104.48,85.31,100.82
2011-08-05,88.56,79.36,107.66,85.59,102.94,82.85,99.67
2011-08-08,88.56,79.39,108.3,86.96,105.34,85.46,100.87
2011-08-09,88.56,79.48,108.76,87.46,106.11,85.72,101.71
2011-08-10,88.56,79.53,109.28,88.62,108.09,88.27,103.59
2011-08-11,88.56,79.52,108.69,87.32,105.39,83.82,101.43
2011-08-12,88.56,79.52,108.98,87.92,106.59,85.48,102.01
2011-08-15,88.56,79.5,108.79,87.6,105.87,84.61,101.49
2011-08-16,88.56,79.5,109.05,88.0,106.61,86.02,101.72
2011-08-17,88.56,79.52,109.24,88.62,107.54,87.52,102.25
2011-08-18,88.52,79.51,109.33,89.08,108.64,89.32,101.47
2011-08-19,88.56,79.51,109.25,89.18,109.06,90.04,101.81
2011-08-22,88.52,79.5,109.23,89.01,108.88,89.81,101.78
2011-08-23,88.56,79.46,109.05,88.65,108.19,88.57,101.15
2011-08-24,88.56,79.46,108.6,87.7,106.35,86.06,99.66
2011-08-25,88.52,79.51,108.95,88.24,107.08,86.99,100.44
2011-08-26,88.56,79.52,109.17,88.52,107.58,87.85,100.74
2011-08-29,88.56,79.5,108.94,87.94,106.64,86.63,100.14
2011-08-30,88.56,79.52,109.14,88.55,107.66,88.02,100.73
2011-08-31,88.56,79.52,109.03,88.23,106.83,86.66,100.28
2011-09-01,88.56,79.54,109.4,88.94,108.08,88.5,101.19
2011-09-02,88.56,79.5,109.55,89.75,109.95,91.38,102.29
2011-09-06,88.54,79.51,109.47,89.87,110.57,92.33,101.69
2011-09-07,88.52,79.49,109.41,89.39,109.54,90.56,101.42
2011-09-08,88.52,79.52,109.59,89.83,110.11,91.38,102.02
2011-09-09,88.54,79.55,109.87,90.27,110.89,92.35,102.14
2011-09-12,88.54,79.49,109.58,89.99,110.81,92.45,101.79
2011-09-13,88.52,79.5,109.52,89.73,110.17,91.13,101.35
2011-09-14,88.52,79.5,109.46,89.78,110.43,91.9,101.23
2011-09-15,88.52,79.51,109.26,89.11,109.34,90.5,101.03
2011-09-16,88.52,79.53,109.28,89.28,109.68,91.16,101.06
2011-09-19,88.54,79.57,109.71,90.01,110.97,92.89,101.32
2011-09-20,88.54,79.53,109.72,90.13,111.17,93.28,101.76
2011-09-21,88.54,79.44,109.71,90.52,112.35,96.37,101.93
2011-09-22,88.52,79.45,110.02,91.36,114.26,99.99,101.7
2011-09-23,88.54,79.46,109.68,90.6,113.12,98.13,101.11
2011-09-26,88.54,79.43,109.48,90.22,112.16,96.56,100.63
2011-09-27,88.52,79.41,109.26,89.62,111.01,95.08,100.81
2011-09-28,88.54,79.38,109.23,89.64,110.81,95.05,100.77
2011-09-29,88.54,79.4,109.15,89.64,111.1,95.7,100.45
2011-09-30,88.54,79.43,109.35,90.21,112.23,98.11,100.27
2011-10-03,88.54,79.45,109.76,91.04,113.89,100.81,101.25
2011-10-04,88.54,79.41,109.57,90.58,113.22,99.53,101.32
2011-10-05,88.54,79.41,109.34,90.2,112.7,98.81,101.25
2011-10-06,88.52,79.39,109.07,89.57,111.5,96.99,101.24
2011-10-07,88.54,79.36,108.76,89.11,110.91,96.27,100.9
2011-10-10,88.52,79.29,108.46,88.17,109.12,94.91,100.21
2011-10-11,88.54,79.33,108.47,88.46,109.73,94.6,100.44
2011-10-12,88.52,79.33,108.4,88.16,109.05,93.22,100.02
2011-10-13,88.54,79.35,108.61,88.51,109.5,94.15,100.08
2011-10-14,88.52,79.39,108.53,88.07,108.6,92.78,99.94
2011-10-17,88.52,79.4,108.74,88.65,109.66,94.38,100.31
2011-10-18,88.54,79.4,108.85,88.56,109.48,93.8,100.8
2011-10-19,88.54,79.42,108.9,88.69,109.45,93.76,100.64
2011-10-20,88.54,79.43,108.82,88.51,109.18,93.1,100.66
2011-10-21,88.52,79.41,108.76,88.35,108.77,92.11,100.55
2011-10-24,88.52,79.41,108.69,88.31,108.65,92.27,100.85
2011-10-25,88.54,79.45,109.16,89.06,110.17,94.61,101.75
2011-10-26,88.54,79.41,108.78,88.41,109.12,92.96,101.67
2011-10-27,88.52,79.35,108.28,87.34,106.99,89.81,101.09
2011-10-28,88.52,79.39,108.62,87.87,107.51,90.75,101.44
2011-10-31,88.5,79.46,109.33,89.05,109.93,94.35,102.34
2011-11-01,88.54,79.47,109.74,90.11,112.09,97.51,103.59
2011-11-02,88.52,79.49,109.76,89.9,111.5,96.29,103.63
2011-11-03,88.5,79.5,109.62,89.48,110.57,94.97,102.91
2011-11-04,88.52,79.5,109.7,89.74,110.74,95.08,103.46
2011-11-07,88.54,79.48,109.69,89.85,111.18,95.69,103.98
2011-11-08,88.54,79.47,109.56,89.44,110.4,94.46,103.29
2011-11-09,88.52,79.49,109.81,90.24,111.93,96.42,103.28
2011-11-10,88.54,79.5,109.7,89.8,111.14,94.99,103.48
2011-11-11,88.52,79.46,109.5,89.38,110.42,94.41,103.16
2011-11-14,88.54,79.5,109.77,89.94,111.34,95.93,103.3
2011-11-15,88.52,79.49,109.69,89.82,111.19,95.8,102.91
2011-11-16,88.54,79.47,109.8,90.15,111.82,96.67,102.62
2011-11-17,88.54,79.48,109.9,90.33,112.47,97.44,102.61
2011-11-18,88.54,79.45,109.64,89.99,112.04,97.42,102.63
2011-11-21,88.54,79.46,109.71,90.24,112.62,98.0,102.45
2011-11-22,88.52,79.47,109.87,90.52,113.21,99.09,102.77
2011-11-23,88.54,79.48,109.99,90.83,113.9,100.06,103.2
2011-11-25,88.54,79.48,109.79,90.25,112.95,98.61,102.87
2011-11-28,88.54,79.49,109.81,90.26,112.91,98.56,103.21
2011-11-29,88.5,79.5,109.74,90.09,112.45,97.75,103.18
2011-11-30,88.52,79.5,109.58,89.56,111.18,96.23,102.88
2011-12-01,88.5,79.5,109.59,89.54,110.94,95.74,102.85
2011-12-02,88.52,79.48,109.81,89.93,111.72,97.09,103.31
2011-12-05,88.52,79.49,109.73,89.88,111.73,96.89,103.3
2011-12-06,88.54,79.49,109.72,89.65,111.21,95.97,103.04
2011-12-07,88.52,79.52,109.91,90.06,111.55,96.31,102.86
2011-12-08,88.52,79.53,110.13,90.51,112.38,97.51,102.91
2011-12-09,88.5,79.53,109.95,89.89,111.18,95.51,102.36
2011-12-12,88.5,79.53,110.05,90.2,111.68,96.57,102.84
2011-12-13,88.5,79.53,110.15,90.62,112.57,97.47,103.12
2011-12-14,88.52,79.51,110.21,91.0,113.63,99.31,103.32
2011-12-15,88.5,79.5,110.13,90.92,113.58,98.94,103.07
2011-12-16,88.52,79.54,110.42,91.36,114.25,100.1,103.3
2011-12-19,88.52,79.53,110.41,91.67,114.89,101.37,103.71
2011-12-20,88.52,79.51,110.15,90.84,113.31,98.84,103.77
2011-12-21,88.52,79.48,109.93,90.55,112.6,97.46,103.37
2011-12-22,88.52,79.47,109.98,90.66,112.89,97.87,103.31
2011-12-23,88.52,79.49,109.72,90.29,112.08,96.78,103.19
2011-12-27,88.5,79.46,109.73,90.34,112.28,97.24,102.91
2011-12-28,88.5,79.48,110.01,90.91,113.39,99.04,103.17
2011-12-29,88.5,79.49,110.1,91.02,113.8,99.22,103.08
2011-12-30,88.5,79.54,110.36,91.34,113.81,99.54,103.05
2012-01-03,88.48,79.49,110.03,90.76,112.88,98.05,103.01
2012-01-04,88.48,79.5,110.0,90.48,112.23,96.88,103.11
2012-01-05,88.48,79.51,110.02,90.5,112.13,96.71,103.3
2012-01-06,88.48,79.5,110.23,90.85,112.69,97.47,103.65
2012-01-09,88.5,79.52,110.22,90.87,112.59,97.3,103.76
2012-01-10,88.5,79.53,110.18,90.69,112.48,97.14,103.44
2012-01-11,88.48,79.56,110.4,91.21,113.3,98.4,103.7
2012-01-12,88.48,79.55,110.35,91.02,113.14,98.26,103.54
2012-01-13,88.48,79.57,110.58,91.43,113.87,99.24,103.83
2012-01-17,88.48,79.58,110.59,91.52,114.1,99.7,103.94
2012-01-18,88.48,79.57,110.52,91.23,113.45,98.49,103.86
2012-01-19,88.48,79.57,110.2,90.69,112.41,97.14,103.48
2012-01-20,88.48,79.55,110.1,90.37,111.75,96.04,103.27
2012-01-23,88.48,79.56,110.0,90.18,111.28,95.43,103.06
2012-01-24,88.48,79.56,110.08,90.28,111.38,95.6,103.07
2012-01-25,88.48,79.6,110.5,90.71,111.87,95.37,103.86
2012-01-26,88.48,79.61,110.75,91.2,112.69,96.64,104.34
2012-01-27,88.48,79.63,110.82,91.47,113.01,96.94,104.56
2012-01-30,88.5,79.6,110.93,91.78,113.73,98.08,104.9
2012-01-31,88.48,79.6,111.05,92.13,114.46,99.21,105.41
2012-02-01,88.48,79.58,110.95,91.81,113.93,98.08,105.34
2012-02-02,88.48,79.59,111.0,91.94,114.01,98.04,105.34
2012-02-03,88.48,79.59,110.68,91.21,112.58,95.93,104.46
2012-02-06,88.5,79.57,110.81,91.46,113.08,96.88,104.93
2012-02-07,88.48,79.55,110.53,90.87,112.25,95.68,104.54
2012-02-08,88.5,79.55,110.52,90.92,112.23,95.76,104.51
2012-02-09,88.48,79.51,110.35,90.71,111.87,95.04,104.12
2012-02-10,88.5,79.53,110.61,91.22,112.63,96.28,104.6
2012-02-13,88.48,79.48,110.5,91.16,112.69,96.4,104.81
2012-02-14,88.5,79.5,110.54,91.35,113.01,96.91,104.81
2012-02-15,88.48,79.51,110.64,91.42,113.06,96.74,105.01
2012-02-16,88.5,79.48,110.32,91.0,112.45,95.96,104.74
2012-02-17,88.48,79.46,110.31,90.91,112.26,95.94,104.5
2012-02-21,88.48,79.45,110.11,90.58,111.6,94.88,104.44
2012-02-22,88.48,79.48,110.36,90.94,112.39,96.07,105.03
2012-02-23,88.48,79.47,110.37,91.07,112.55,96.07,105.06
2012-02-24,88.5,79.45,110.28,91.13,112.77,96.7,105.09
2012-02-27,88.48,79.47,110.51,91.44,113.41,97.55,105.26
2012-02-28,88.48,79.49,110.53,91.48,113.35,97.23,105.27
2012-02-29,88.5,79.49,110.36,91.12,112.78,96.64,104.8
2012-03-01,88.48,79.48,110.25,90.82,112.06,95.73,104.54
2012-03-02,88.48,79.5,110.57,91.19,112.7,96.63,104.55
2012-03-05,88.48,79.5,110.43,91.0,112.34,95.86,104.07
2012-03-06,88.48,79.5,110.63,91.39,113.05,97.02,104.37
2012-03-07,88.48,79.48,110.53,91.21,112.75,96.43,104.6
2012-03-08,88.5,79.45,110.37,90.94,112.19,95.46,104.56
2012-03-09,88.5,79.45,110.36,90.87,112.03,95.65,104.74
2012-03-12,88.5,79.46,110.27,90.85,112.07,95.64,104.88
2012-03-13,88.5,79.41,109.85,90.2,110.88,93.95,104.62
2012-03-14,88.48,79.3,109.23,89.16,109.1,91.59,103.65
2012-03-15,88.48,79.35,109.34,89.14,109.01,91.73,103.79
2012-03-16,88.48,79.39,109.24,89.11,109.08,91.91,103.85
2012-03-19,88.5,79.34,108.91,88.56,108.41,90.81,103.58
2012-03-20,88.5,79.32,108.83,88.61,108.45,91.17,103.48
2012-03-21,88.5,79.37,109.15,89.06,109.2,92.21,103.68
2012-03-22,88.5,79.37,109.26,89.17,109.51,92.5,103.79
2012-03-23,88.5,79.38,109.43,89.5,110.01,93.38,104.13
2012-03-26,88.5,79.4,109.49,89.4,109.82,92.9,103.83
2012-03-27,88.48,79.43,109.78,89.89,110.33,93.57,104.2
2012-03-28,88.5,79.41,109.7,89.74,110.32,93.43,104.06
2012-03-29,88.48,79.44,109.9,90.11,110.83,94.14,104.24
2012-03-30,88.48,79.43,109.72,89.67,109.83,92.54,103.9
2012-04-02,88.46,79.45,109.84,89.88,110.21,93.06,104.42
2012-04-03,88.48,79.39,109.42,89.22,109.2,91.44,103.65
2012-04-04,88.46,79.41,109.7,89.67,109.82,92.7,103.67
2012-04-05,88.48,79.44,109.95,90.07,110.49,93.37,103.94
2012-04-09,88.5,79.5,110.46,91.0,112.07,95.55,104.42
2012-04-10,88.5,79.53,110.67,91.42,112.86,96.64,105.02
2012-04-11,88.5,79.53,110.56,91.06,112.3,95.48,105.19
2012-04-12,88.48,79.53,110.46,90.88,112.0,95.08,105.0
2012-04-13,88.46,79.54,110.67,91.43,112.99,96.62,105.44
2012-04-16,88.48,79.54,110.75,91.4,112.94,96.48,105.38
2012-04-17,88.48,79.54,110.66,91.31,112.8,96.42,105.61
2012-04-18,88.48,79.56,110.71,91.49,113.02,96.7,105.49
2012-04-19,88.5,79.57,110.77,91.6,113.28,96.79,105.21
2012-04-20,88.48,79.57,110.74,91.6,113.24,96.81,105.48
2012-04-23,88.5,79.59,110.91,91.79,113.71,97.51,105.59
2012-04-24,88.5,79.56,110.78,91.55,113.34,96.83,105.62
2012-04-25,88.48,79.58,110.77,91.44,113.0,96.33,105.57
2012-04-26,88.5,79.59,110.93,91.74,113.51,96.91,105.97
2012-04-27,88.48,79.57,110.96,91.84,113.69,96.99,105.87
2012-04-30,88.5,79.59,111.03,91.92,113.75,97.02,105.75
2012-05-01,88.5,79.59,110.97,91.75,113.45,96.51,105.79
2012-05-02,88.5,79.6,111.01,91.92,113.86,97.19,105.91
2012-05-03,88.48,79.59,111.02,91.92,113.86,97.17,105.77
2012-05-04,88.48,79.62,111.17,92.28,114.45,97.93,106.0
2012-05-07,88.5,79.62,111.2,92.26,114.47,97.95,105.99
2012-05-08,88.5,79.63,111.27,92.46,114.86,98.47,106.18
2012-05-09,88.5,79.62,111.32,92.54,114.97,98.54,106.06
2012-05-10,88.5,79.61,111.26,92.41,114.89,98.25,106.04
2012-05-11,88.5,79.62,111.38,92.72,115.44,99.06,106.09
2012-05-14,88.5,79.61,111.53,93.13,116.28,100.44,106.59
2012-05-15,88.5,79.6,111.46,93.15,116.57,100.85,106.72
2012-05-16,88.5,79.59,111.46,93.22,116.8,101.14,106.5
2012-05-17,88.5,79.55,111.49,93.57,117.8,102.93,106.85
2012-05-18,88.5,79.56,111.47,93.51,117.65,102.96,107.1
2012-05-21,88.5,79.57,111.46,93.27,117.32,102.74,107.24
2012-05-22,88.46,79.54,111.36,93.07,116.86,101.6,107.02
2012-05-23,88.46,79.58,111.46,93.31,117.53,102.3,107.03
2012-05-24,88.5,79.55,111.33,93.11,117.02,101.91,106.88
2012-05-25,88.5,79.59,111.46,93.38,117.22,102.29,106.98
2012-05-29,88.5,79.57,111.37,93.3,117.15,101.98,106.67
2012-05-30,88.5,79.61,111.79,94.19,118.76,104.56,107.29
2012-05-31,88.5,79.64,111.96,94.55,119.35,105.77,107.81
2012-06-01,88.5,79.64,112.18,95.37,121.05,108.29,108.26
2012-06-04,88.5,79.63,111.84,94.82,120.46,107.43,108.05
2012-06-05,88.5,79.65,111.81,94.5,119.73,105.99,107.96
2012-06-06,88.48,79.63,111.53,93.88,118.33,103.87,107.45
2012-06-07,88.48,79.62,111.63,94.11,118.55,104.03,107.44
2012-06-08,88.48,79.62,111.65,94.18,118.61,104.01,107.52
2012-06-11,88.48,79.62,111.74,94.43,119.08,104.48,107.51
2012-06-12,88.5,79.58,111.47,93.93,118.22,103.53,107.28
2012-06-13,88.5,79.57,111.71,94.42,118.95,104.55,107.52
2012-06-14,88.5,79.58,111.58,94.17,118.66,104.41,107.37
2012-06-15,88.48,79.61,111.86,94.61,119.21,105.0,108.05
2012-06-18,88.5,79.59,111.82,94.58,119.36,105.56,108.0
2012-06-19,88.46,79.58,111.71,94.26,118.68,104.18,107.88
2012-06-20,88.46,79.55,111.52,94.07,118.44,104.7,107.74
2012-06-21,88.5,79.56,111.61,94.27,118.95,105.25,107.28
2012-06-22,88.48,79.57,111.47,93.86,118.18,103.85,106.77
2012-06-25,88.5,79.57,111.68,94.37,119.01,105.36,107.26
2012-06-26,88.5,79.55,111.62,94.16,118.7,104.95,107.19
2012-06-27,88.48,79.55,111.68,94.29,118.85,105.11,107.29
2012-06-28,88.5,79.56,111.82,94.6,119.26,105.37,107.34
2012-06-29,88.46,79.56,111.74,94.16,118.18,104.0,107.09
2012-07-02,88.46,79.58,111.93,94.6,119.07,105.07,107.31
2012-07-03,88.46,79.56,111.81,94.36,118.5,104.26,107.5
2012-07-05,88.46,79.59,111.91,94.62,118.8,104.8,107.74
2012-07-06,88.46,79.62,112.06,94.95,119.44,105.77,107.9
2012-07-09,88.46,79.62,112.17,95.21,120.01,106.7,108.1
2012-07-10,88.46,79.62,112.19,95.26,120.15,106.92,108.38
2012-07-11,88.46,79.63,112.13,95.17,120.23,107.05,108.27
2012-07-12,88.46,79.65,112.19,95.39,120.73,107.81,108.49
2012-07-13,88.48,79.67,112.21,95.31,120.51,107.53,108.54
2012-07-16,88.46,79.7,112.36,95.52,120.86,108.03,108.67
2012-07-17,88.46,79.69,112.27,95.27,120.41,107.18,108.53
2012-07-18,88.46,79.71,112.35,95.37,120.37,107.24,108.55
2012-07-19,88.48,79.73,112.3,95.23,120.13,106.96,108.65
2012-07-20,88.46,79.73,112.5,95.6,120.99,108.27,108.99
2012-07-23,88.46,79.74,112.58,95.76,121.26,108.88,108.9
2012-07-24,88.48,79.73,112.64,95.95,121.78,109.73,108.97
2012-07-25,88.5,79.73,112.65,96.0,121.77,110.02,108.85
2012-07-26,88.48,79.73,112.53,95.7,121.29,109.01,108.7
2012-07-27,88.5,79.68,112.21,95.01,119.98,106.95,108.38
2012-07-30,88.5,79.72,112.39,95.32,120.41,107.75,108.69
2012-07-31,88.46,79.73,112.52,95.48,120.71,107.97,108.97
2012-08-01,88.48,79.72,112.36,95.13,120.21,107.43,109.01
2012-08-02,88.48,79.73,112.48,95.36,120.61,108.04,108.99
2012-08-03,88.48,79.7,112.19,94.86,119.53,106.29,108.8
2012-08-06,88.5,79.71,112.26,94.92,119.62,106.34,108.87
2012-08-07,88.48,79.67,111.99,94.43,118.76,104.97,108.63
2012-08-08,88.46,79.65,111.87,94.29,118.45,104.41,108.31
2012-08-09,88.46,79.65,111.88,94.22,118.36,104.33,108.1
2012-08-10,88.46,79.66,111.98,94.5,118.78,104.86,108.18
2012-08-13,88.46,79.67,112.0,94.43,118.74,104.68,108.03
2012-08-14,88.46,79.66,111.8,93.97,117.83,103.27,107.56
2012-08-15,88.46,79.63,111.56,93.5,116.88,101.82,106.76
2012-08-16,88.46,79.62,111.43,93.27,116.45,100.95,106.5
2012-08-17,88.46,79.63,111.54,93.38,116.71,101.44,106.64
2012-08-20,88.46,79.63,111.59,93.44,116.81,101.65,106.59
2012-08-21,88.46,79.63,111.6,93.52,116.95,102.1,106.66
2012-08-22,88.46,79.67,112.01,94.24,118.16,103.78,107.53
2012-08-23,88.46,79.68,112.1,94.41,118.51,104.22,108.03
2012-08-24,88.46,79.68,112.04,94.36,118.48,104.12,108.01
2012-08-27,88.46,79.67,112.17,94.61,118.88,104.73,108.36
2012-08-28,88.46,79.68,112.18,94.64,119.08,104.98,108.64
2012-08-29,88.46,79.68,112.18,94.58,118.8,104.52,108.27
2012-08-30,88.46,79.69,112.33,94.76,119.24,105.06,108.19
2012-08-31,88.46,79.74,112.66,95.37,120.09,106.54,108.7
2012-09-04,88.46,79.73,112.49,95.15,119.95,106.44,108.55
2012-09-05,88.48,79.73,112.51,95.12,119.61,105.94,108.73
2012-09-06,88.48,79.7,112.21,94.47,118.6,104.17,108.14
2012-09-07,88.46,79.72,112.34,94.59,118.46,103.69,108.49
2012-09-10,88.46,79.7,112.36,94.64,118.57,103.94,108.77
2012-09-11,88.46,79.72,112.28,94.46,118.17,103.29,108.66
2012-09-12,88.46,79.71,112.13,94.0,117.4,102.0,108.13
2012-09-13,88.46,79.73,112.35,94.27,117.33,101.6,109.04
2012-09-14,88.46,79.7,111.96,93.38,115.61,98.9,109.41
2012-09-17,88.46,79.7,111.97,93.58,116.09,100.08,109.31
2012-09-18,88.46,79.71,112.1,93.81,116.49,100.59,109.16
2012-09-19,88.46,79.71,112.16,94.03,116.84,101.25,109.3
2012-09-20,88.46,79.69,112.17,94.08,116.97,101.5,108.93
2012-09-21,88.46,79.7,112.29,94.28,117.22,101.61,109.02
2012-09-24,88.46,79.71,112.35,94.5,117.62,102.41,108.95
2012-09-25,88.46,79.69,112.4,94.85,118.31,103.42,109.09
2012-09-26,88.46,79.71,112.61,95.24,119.18,104.53,109.34
2012-09-27,88.48,79.72,112.57,95.04,118.8,103.79,109.32
2012-09-28,88.46,79.75,112.63,95.04,118.88,103.85,109.25
2012-10-01,88.46,79.76,112.65,95.21,119.1,104.23,109.47
2012-10-02,88.48,79.74,112.67,95.15,119.07,104.09,109.92
2012-10-03,88.46,79.74,112.71,95.25,119.11,104.12,110.03
2012-10-04,88.46,79.74,112.57,94.87,118.4,102.82,110.2
2012-10-05,88.46,79.7,112.38,94.44,117.55,101.49,109.97
2012-10-08,88.46,79.71,112.54,94.75,118.05,102.35,110.23
2012-10-09,88.46,79.71,112.43,94.56,117.87,102.16,109.95
2012-10-10,88.48,79.7,112.48,94.78,118.36,102.88,109.84
2012-10-11,88.48,79.69,112.47,94.87,118.68,103.6,109.74
2012-10-12,88.46,79.72,112.5,94.88,118.81,103.85,109.65
2012-10-15,88.48,79.7,112.46,94.91,118.7,103.62,109.64
2012-10-16,88.46,79.7,112.3,94.46,117.9,102.19,109.17
2012-10-17,88.48,79.65,111.96,93.86,116.94,101.24,108.85
2012-10-18,88.46,79.66,111.87,93.7,116.64,100.62,108.84
2012-10-19,88.46,79.66,112.03,94.09,117.38,101.99,109.21
2012-10-22,88.46,79.63,111.85,93.78,116.94,101.33,109.03
2012-10-23,88.48,79.67,112.04,94.22,117.72,102.78,109.26
2012-10-24,88.48,79.66,112.02,94.02,117.31,101.77,109.09
2012-10-25,88.46,79.63,111.79,93.68,116.88,101.25,108.77
2012-10-26,88.46,79.65,112.06,94.28,117.85,102.74,109.31
2012-10-31,88.48,79.7,112.26,94.66,118.5,103.34,109.93
2012-11-01,88.48,79.68,112.17,94.47,118.0,102.5,109.81
2012-11-02,88.48,79.67,112.19,94.55,117.99,102.42,109.75
2012-11-05,88.46,79.67,112.32,94.78,118.39,103.0,109.89
2012-11-06,88.46,79.64,112.06,94.35,117.72,102.03,109.6
2012-11-07,88.48,79.71,112.45,95.14,118.98,103.88,110.23
2012-11-08,88.48,79.71,112.64,95.56,119.94,105.42,110.83
2012-11-09,88.48,79.71,112.63,95.57,120.08,105.54,110.42
2012-11-12,88.48,79.71,112.69,95.63,120.26,105.71,110.72
2012-11-13,88.48,79.72,112.73,95.75,120.35,106.07,110.59
2012-11-14,88.48,79.74,112.71,95.77,120.48,106.17,110.49
2012-11-15,88.48,79.74,112.74,95.73,120.48,105.96,110.4
2012-11-16,88.48,79.74,112.79,95.79,120.35,105.87,110.48
2012-11-19,88.48,79.73,112.69,95.6,120.01,105.27,110.27
2012-11-20,88.46,79.71,112.52,95.2,119.31,104.21,109.95
2012-11-21,88.46,79.7,112.44,95.06,119.12,104.16,109.69
2012-11-23,88.46,79.7,112.41,95.01,119.06,104.06,109.61
2012-11-26,88.46,79.69,112.5,95.17,119.37,104.55,109.92
2012-11-27,88.46,79.7,112.61,95.39,119.68,104.96,109.92
2012-11-28,88.46,79.71,112.69,95.51,119.82,104.81,110.18
2012-11-29,88.46,79.71,112.72,95.61,119.93,104.83,110.38
2012-11-30,88.46,79.72,112.8,95.59,119.87,104.54,110.55
2012-12-03,88.46,79.73,112.77,95.55,119.83,104.64,110.88
2012-12-04,88.46,79.73,112.8,95.72,120.11,105.24,110.91
2012-12-05,88.46,79.75,112.88,95.8,120.16,105.19,111.11
2012-12-06,88.46,79.75,112.89,95.85,120.26,105.42,111.34
2012-12-07,88.46,79.75,112.8,95.58,119.64,104.45,111.2
2012-12-10,88.46,79.75,112.84,95.67,119.82,104.91,111.34
2012-12-11,88.46,79.75,112.76,95.48,119.4,104.11,111.01
2012-12-12,88.46,79.74,112.63,95.08,118.64,102.9,110.67
2012-12-13,88.46,79.74,112.47,94.89,118.53,102.98,110.36
2012-12-14,88.46,79.76,112.53,95.1,118.91,103.75,110.48
2012-12-17,88.46,79.74,112.28,94.6,117.96,102.2,110.07
2012-12-18,88.48,79.69,112.08,94.23,117.25,101.15,109.75
2012-12-19,88.46,79.71,112.18,94.36,117.47,101.49,109.84
2012-12-20,88.46,79.7,112.16,94.43,117.52,101.51,109.89
2012-12-21,88.46,79.71,112.3,94.68,118.11,102.62,110.2
2012-12-24,88.46,79.71,112.26,94.58,118.06,102.43,110.07
2012-12-26,88.46,79.71,112.31,94.78,118.28,102.8,110.22
2012-12-27,88.46,79.74,112.44,94.97,118.55,103.14,110.34
2012-12-28,88.48,79.74,112.53,95.19,119.01,103.73,110.31
2012-12-31,88.46,79.74,112.34,94.69,117.84,101.94,109.64
2013-01-02,88.46,79.72,112.27,94.26,117.04,100.58,109.58
2013-01-03,88.46,79.72,112.01,93.77,116.25,99.22,108.83
2013-01-04,88.48,79.73,112.01,93.82,116.34,99.6,108.78
2013-01-07,88.44,79.73,112.05,93.87,116.35,99.64,109.15
2013-01-08,88.44,79.74,112.18,94.1,116.75,100.3,109.31
2013-01-09,88.44,79.77,112.26,94.15,116.78,100.21,109.5
2013-01-10,88.44,79.76,112.12,93.88,116.42,99.93,109.41
2013-01-11,88.44,79.75,112.27,94.18,116.89,100.82,109.5
2013-01-14,88.44,79.75,112.27,94.14,116.87,100.54,109.54
2013-01-15,88.44,79.76,112.35,94.37,117.18,101.01,109.61
2013-01-16,88.44,79.76,112.42,94.5,117.39,101.22,109.59
2013-01-17,88.46,79.75,112.2,94.06,116.72,100.21,109.4
2013-01-18,88.44,79.75,112.31,94.33,117.15,100.98,109.58
2013-01-22,88.44,79.77,112.38,94.41,117.3,101.18,109.56
2013-01-23,88.44,79.77,112.41,94.45,117.32,101.02,109.58
2013-01-24,88.46,79.77,112.31,94.29,117.1,100.67,109.51
2013-01-25,88.44,79.73,111.95,93.67,116.06,99.29,109.05
2013-01-28,88.44,79.7,111.86,93.47,115.73,98.93,108.91
2013-01-29,88.44,79.71,111.82,93.33,115.4,98.38,108.71
2013-01-30,88.44,79.74,111.9,93.39,115.36,98.21,108.75
2013-01-31,88.46,79.75,111.9,93.47,115.49,98.69,109.07
2013-02-01,88.44,79.74,111.8,93.15,114.78,97.41,108.54
2013-02-04,88.44,79.76,112.1,93.69,115.6,98.66,109.24
2013-02-05,88.46,79.76,111.95,93.35,115.14,97.78,108.93
2013-02-06,88.46,79.78,112.09,93.63,115.61,98.58,109.05
2013-02-07,88.46,79.78,112.13,93.68,115.56,98.37,108.95
2013-02-08,88.46,79.79,112.14,93.75,115.7,98.74,108.92
2013-02-11,88.46,79.76,112.08,93.65,115.65,98.67,108.84
2013-02-12,88.46,79.74,112.0,93.55,115.46,98.42,108.83
2013-02-13,88.44,79.73,111.82,93.23,114.85,97.62,108.52
2013-02-14,88.46,79.74,112.05,93.62,115.52,98.51,108.71
2013-02-15,88.44,79.75,111.98,93.54,115.48,98.22,108.41
2013-02-19,88.44,79.74,111.91,93.39,115.17,97.73,108.36
2013-02-20,88.46,79.74,112.02,93.59,115.38,98.03,108.38
2013-02-21,88.44,79.77,112.14,93.77,115.76,98.6,108.52
2013-02-22,88.46,79.77,112.19,93.89,115.89,98.67,108.75
2013-02-25,88.44,79.79,112.55,94.61,117.23,100.61,109.3
2013-02-26,88.44,79.8,112.51,94.44,116.92,100.03,109.03
2013-02-27,88.46,79.8,112.52,94.39,116.75,99.73,109.03
2013-02-28,88.46,79.8,112.58,94.52,116.85,99.92,109.28
2013-03-01,88.46,79.81,112.67,94.76,117.3,100.46,109.74
2013-03-04,88.44,79.8,112.62,94.54,116.95,99.93,109.4
2013-03-05,88.46,79.79,112.54,94.44,116.73,99.64,109.37
